word,count,auto_pronunciation,manual_pronunciation,status,notes
jiṋánaḿ,44,jnyaaanam,,auto,
Kśaraḿ,44,kshaaram,,auto,
nára,44,naara,,auto,
nrńáḿ,44,nrńaam,,auto,
parávidyá,44,paraavidyaa,,auto,
páshaeh,44,paashaeh,,auto,
sudúre,44,sudoore,,auto,
Tomár,44,Tomaar,,auto,
Ud́d́ayana,44,Uddayana,,auto,
vicakśańaeh,44,vichakshaańaeh,,auto,
Átmajiṋánam,43,aatmajnyaaanam,,auto,
Bhújauṋgásana,43,Bhoojauṋgaasana,,auto,
dhyánadhárańá,43,dhyaanadhaarańaa,,auto,
dyotamáná,43,dyotamaanaa,,auto,
id́á,43,idaa,,auto,
jad́a,43,jada,,auto,
Kamalá,43,Kamalaa,,auto,
kaośikii,43,kaoshikii,,auto,
kśara,43,kshaara,,auto,
layaḿ,43,layam,,auto,
Nágrii,43,Naagrii,,auto,
Náyamátmá,43,Naayamaatmaa,,auto,
pańd́itah,43,pańditah,,auto,
parikiirttitá,43,parikiirttitaa,,auto,
Parivára,43,Parivaara,,auto,
práń,43,praań,,auto,
Rámah,43,Raamah,,auto,
sádhana,43,saadhana,,auto,
saiṋjaya,43,saiṋjaya,,auto,
saḿgiita,43,samgiita,,auto,
sarvapápebhyo,43,sarvapaapebhyo,,auto,
Sáttvika,43,Saattvika,,auto,
Shriiharśa,43,Shriiharsha,,auto,
támasika,43,taamasika,,auto,
tráńa,43,traańa,,auto,
tváḿ,43,tvaam,,auto,
áchi,42,aachi,,auto,
aeḿ,42,aem,,auto,
apána,42,apaana,,auto,
bhútánáḿ,42,bhootaanaam,,auto,
Dáyabhága,42,Daayabhaaga,,auto,
dvaetádvaetaváda,42,dvaetaadvaetavaada,,auto,
kśarantu,42,kshaarantu,,auto,
Mádhviirnah,42,Maadhviirnah,,auto,
pá,42,paa,,auto,
paŕe,42,paŕe,,auto,
rtáyate,42,rtaayate,,auto,
Saḿskrtá,42,Samskrtaa,,auto,
sannyásiis,42,sannyaasiis,,auto,
santvośadhiih,42,santvoshadhiih,,auto,
sarvabhúteśu,42,sarvabhooteshu,,auto,
Shasháuṋka,42,Shashaauṋka,,auto,
Shúnya,42,Shoonya,,auto,
vátá,42,vaataa,,auto,
vishvamádao,42,vishvamaadao,,auto,
anat́,41,anat,,auto,
ásakti,41,aasakti,,auto,
áshaya,41,aashaya,,auto,
dhanaiṋjaya,41,dhanaiṋjaya,,auto,
giitá,41,giitaa,,auto,
Jiṋátvá,41,Jnyaaatvaa,,auto,
Jyaeśt́ha,41,Jyaeshtha,,auto,
Kalyáńasundaram,41,Kalyaańasundaram,,auto,
Káyasthas,41,Kaayasthas,,auto,
kránti,41,kraanti,,auto,
laghimá,41,laghimaa,,auto,
Mahácakra,41,Mahaachakra,,auto,
namámyaham,41,namaamyaham,,auto,
nididhyásana,41,nididhyaasana,,auto,
nityánanda,41,nityaananda,,auto,
pápii,41,paapii,,auto,
Pártha,41,Paartha,,auto,
Rucibhishcittamásrńya,41,Ruchibhishchittamaasrńya,,auto,
Rúpaḿ,41,Roopam,,auto,
saḿ,41,sam,,auto,
sarvamidaḿ,41,sarvamidam,,auto,
Savitá,41,Savitaa,,auto,
shambhú,41,shambhoo,,auto,
tiirthaḿ,41,tiirtham,,auto,
vák,41,vaak,,auto,
viśa,41,visha,,auto,
Yogamudrá,41,Yogamudraa,,auto,
asamprajiṋáta,40,asamprajnyaaata,,auto,
asmitá,40,asmitaa,,auto,
Buŕo,40,Buŕo,,auto,
Hirańyamaya,40,Hirańyamaya,,auto,
játaḿ,40,jaatam,,auto,
Kutilá,40,Kutilaa,,auto,
Lokatrikońa,40,Lokatrikońa,,auto,
mámakáh,40,maamakaah,,auto,
Nrsiḿha,40,Nrsimha,,auto,
padmá,40,padmaa,,auto,
pánii,40,paanii,,auto,
Pátaiṋjala,40,Paataiṋjala,,auto,
Pramátrikońas,40,Pramaatrikońas,,auto,
puńyam,40,puńyam,,auto,
PURUŚA,40,PURUŚA,,auto,
rasátala,40,rasaatala,,auto,
Sarváuṋgásana,40,Sarvaauṋgaasana,,auto,
shánti,40,shaanti,,auto,
Shivaḿ,40,Shivam,,auto,
sudhá,40,sudhaa,,auto,
táṋhá,40,taaṋhaa,,auto,
váyutattva,40,vaayutattva,,auto,
Yáṋhá,40,Yaaṋhaa,,auto,
bandhamokśayoh,39,bandhamokshaayoh,,auto,
Bhaktiránanda,39,Bhaktiraananda,,auto,
Dattaḿ,39,Dattam,,auto,
eśa,39,esha,,auto,
guháyáḿ,39,guhaayaam,,auto,
kála,39,kaala,,auto,
nidhánaḿ,39,nidhaanam,,auto,
niyacchettadyacchecchánta,39,niyacchettadyacchecchaanta,,auto,
pái,39,paai,,auto,
Paośa,39,Paosha,,auto,
pashvácára,39,pashvaachaara,,auto,
piuṋgalá,39,piuṋgalaa,,auto,
práńe,39,praańe,,auto,
Prańipátena,39,Prańipaatena,,auto,
Pratyáhára,39,Pratyaahaara,,auto,
Rśi,39,Rshi,,auto,
saḿskaras,39,samskaras,,auto,
saḿvrddhi,39,samvrddhi,,auto,
sáttvika,39,saattvika,,auto,
tadekaḿ,39,tadekam,,auto,
Tathápi,39,Tathaapi,,auto,
tvamidaḿ,39,tvamidam,,auto,
tyaktvá,39,tyaktvaa,,auto,
upanyása,39,upanyaasa,,auto,
Uttiśt́han,39,Uttishthan,,auto,
Vámadeva,39,Vaamadeva,,auto,
viguńah,39,viguńah,,auto,
vikśepa,39,vikshaepa,,auto,
anusvára,38,anusvaara,,auto,
Atimánas,38,Atimaanas,,auto,
atipátakii,38,atipaatakii,,auto,
Bábá's,38,Baabaa's,,auto,
bhú,38,bhoo,,auto,
Bhúmácaetanya,38,Bhoomaachaetanya,,auto,
carań,38,carań,,auto,
Dhárańá,38,Dhaarańaa,,auto,
gláni,38,glaani,,auto,
Karmásana,38,Karmaasana,,auto,
Kśurasya,38,kshaurasya,,auto,
Madhumán,38,Madhumaan,,auto,
Mádhviirgávo,38,Maadhviirgaavo,,auto,
Málavii,38,Maalavii,,auto,
Mithilá,38,Mithilaa,,auto,
mokśayiśyámi,38,mokshaayishyaami,,auto,
násha,38,naasha,,auto,
nishitá,38,nishitaa,,auto,
paritráńa,38,paritraańa,,auto,
prakáshate,38,prakaashate,,auto,
rańj,38,rańj,,auto,
saḿvadadhvaḿ,38,samvadadhvam,,auto,
sarváni,38,sarvaani,,auto,
tamahguńa,38,tamahguńa,,auto,
támasáh,38,taamasaah,,auto,
vanaspatirmadhumán,38,vanaspatirmadhumaan,,auto,
Varńáshramábhimánena,38,Varńaashramaabhimaanena,,auto,
vishvaḿ,38,vishvam,,auto,
Viśńumáyá,38,Vishńumaayaa,,auto,
akartá,37,akartaa,,auto,
Bhagavatá,37,Bhagavataa,,auto,
bhát,37,bhaat,,auto,
Dakśińácára,37,Dakshaińaachaara,,auto,
Devanágarii,37,Devanaagarii,,auto,
durácáriis,37,duraachaariis,,auto,
Dúrát,37,Dooraat,,auto,
guń,37,guń,,auto,
Kálágni,37,Kaalaagni,,auto,
Kauṋkálamálinii,37,Kauṋkaalamaalinii,,auto,
Kśatriyocita,37,kshaatriyochita,,auto,
Liilá,37,Liilaa,,auto,
Liilánanda,37,Liilaananda,,auto,
mánuśa,37,maanusha,,auto,
naráh,37,naraah,,auto,
paiṋcama,37,paiṋchama,,auto,
paiṋcamendriyanigrahah,37,paiṋchamendriyanigrahah,,auto,
pantháh,37,panthaah,,auto,
páy,37,paay,,auto,
pratyakśa,37,pratyakshaa,,auto,
sahajávasthá,37,sahajaavasthaa,,auto,
saptamaḿ,37,saptamam,,auto,
sarveśáḿ,37,sarveshaam,,auto,
shrutigocará,37,shrutigocharaa,,auto,
Śod́ashii,37,Śodashii,,auto,
Táttvika,37,Taattvika,,auto,
Viirabhávaḿ,37,Viirabhaavam,,auto,
ańimá,36,ańimaa,,auto,
ápta,36,aapta,,auto,
bhásate,36,bhaasate,,auto,
bhaviśyati,36,bhavishyati,,auto,
cánte,36,chaante,,auto,
dayáḿ,36,dayaam,,auto,
dhamádhamá,36,dhamaadhamaa,,auto,
ekká,36,ekkaa,,auto,
Kánthi,36,Kaanthi,,auto,
Karańa,36,Karańa,,auto,
Karmánta,36,Karmaanta,,auto,
kumárii,36,kumaarii,,auto,
mánuś,36,maanush,,auto,
Nat́arája,36,Nataraaja,,auto,
Páńd́aváshcaeva,36,Paańdavaashchaeva,,auto,
parastád,36,parastaad,,auto,
Pratyaváya,36,Pratyavaaya,,auto,
Puruśabháva,36,Purushabhaava,,auto,
rájá,36,raajaa,,auto,
samádhis,36,samaadhis,,auto,
samána,36,samaana,,auto,
Saḿhitá,36,Samhitaa,,auto,
Shaevácára,36,Shaevaachaara,,auto,
Shaḿkara's,36,Shamkara's,,auto,
stúyate,36,stooyate,,auto,
t́á,36,taa,,auto,
támasikii,36,taamasikii,,auto,
Tiivrashaktisampátena,36,Tiivrashaktisampaatena,,auto,
Váyu,36,Vaayu,,auto,
Ájiiva,35,aajiiva,,auto,
ám,35,aam,,auto,
antaryámitva,35,antaryaamitva,,auto,
Attá,35,Attaa,,auto,
bhoktavyaḿ,35,bhoktavyam,,auto,
Deyaḿ,35,Deyam,,auto,
Gayásura,35,Gayaasura,,auto,
jágrata,35,jaagrata,,auto,
japakriyá,35,japakriyaa,,auto,
Krśńer,35,Krshńer,,auto,
krtaḿ,35,krtam,,auto,
Mananát,35,Mananaat,,auto,
manuśyánáḿ,35,manushyaanaam,,auto,
Matsyendrásana,35,Matsyendraasana,,auto,
Múla,35,Moola,,auto,
pratiśt́hitam,35,pratishthitam,,auto,
prayantyabhisaḿvishanti,35,prayantyabhisamvishanti,,auto,
rájasika,35,raajasika,,auto,
sádhavah,35,saadhavah,,auto,
Sámaveda,35,Saamaveda,,auto,
sáttvikii,35,saattvikii,,auto,
sáyujya,35,saayujya,,auto,
sheś,35,shesh,,auto,
Shreyán,35,Shreyaan,,auto,
sindhupátre,35,sindhupaatre,,auto,
Vijayánanda,35,Vijayaananda,,auto,
Vishvamáyá,35,Vishvamaayaa,,auto,
Aeshvaryaiṋca,34,Aeshvaryaiṋcha,,auto,
ájiiva,34,aajiiva,,auto,
antahkarańa,34,antahkarańa,,auto,
aparávidyá,34,aparaavidyaa,,auto,
Árya,34,aarya,,auto,
Bráhmańa,34,Braahmańa,,auto,
Brahmasvarúpa,34,Brahmasvaroopa,,auto,
dadyát,34,dadyaat,,auto,
durgaḿ,34,durgam,,auto,
dvaetaváda,34,dvaetavaada,,auto,
Gaoŕiiya,34,Gaoŕiiya,,auto,
juŕiyá,34,juŕiyaa,,auto,
Karmádhyakśa,34,Karmaadhyakshaa,,auto,
kumŕá,34,kumŕaa,,auto,
laiyá,34,laiyaa,,auto,
mahápátakiis,34,mahaapaatakiis,,auto,
márutah,34,maarutah,,auto,
Miimámsá,34,Miimaamsaa,,auto,
Náma,34,Naama,,auto,
parikránti,34,parikraanti,,auto,
Páshabaddho,34,Paashabaddho,,auto,
prakáshitah,34,prakaashitah,,auto,
prápti,34,praapti,,auto,
puruśas,34,purushas,,auto,
rájyena,34,raajyena,,auto,
Shaktisampátena,34,Shaktisampaatena,,auto,
udána,34,udaana,,auto,
ábhoga,33,aabhoga,,auto,
ádi,33,aadi,,auto,
Aeḿ,33,Aem,,auto,
ahorátram,33,ahoraatram,,auto,
akśara,33,akshaara,,auto,
Aśádha,33,Ashaadha,,auto,
áshá,33,aashaa,,auto,
Áus,33,aaus,,auto,
Bháratii,33,Bhaaratii,,auto,
Brahmaeváhamiti,33,Brahmaevaahamiti,,auto,
ekágra,33,ekaagra,,auto,
Gańd́akii,33,Gańdakii,,auto,
grháńa,33,grhaańa,,auto,
jagaddhitáya,33,jagaddhitaaya,,auto,
kajjalaḿ,33,kajjalam,,auto,
klrḿ,33,klrm,,auto,
Krśńá,33,Krshńaa,,auto,
kśatriya-,33,kshaatriya-,,auto,
madhuvidyá,33,madhuvidyaa,,auto,
Maháprabhu,33,Mahaaprabhu,,auto,
Maháviira,33,Mahaaviira,,auto,
Maháviśńu,33,Mahaavishńu,,auto,
Maháyána,33,Mahaayaana,,auto,
Márkańd́eya,33,Maarkańdeya,,auto,
morá,33,moraa,,auto,
Nirakśara,33,Nirakshaara,,auto,
pańd́itáh,33,pańditaah,,auto,
phat́,33,phat,,auto,
Práńáh,33,Praańaah,,auto,
pranásha,33,pranaasha,,auto,
Raiṋjaná,33,Raiṋjanaa,,auto,
Sabái,33,Sabaai,,auto,
shástrah,33,shaastrah,,auto,
suśumná,33,sushumnaa,,auto,
Svádhyáya,33,Svaadhyaaya,,auto,
Vásudevasya,33,Vaasudevasya,,auto,
yái,33,yaai,,auto,
Ábhiiravámanayanápahrtamánasáya,32,aabhiiravaamanayanaapahrtamaanasaaya,,auto,
ácáryas,32,aachaaryas,,auto,
Amávasyá,32,Amaavasyaa,,auto,
arańi,32,arańi,,auto,
áse,32,aase,,auto,
áyurveda,32,aayurveda,,auto,
Brahmavidyá,32,Brahmavidyaa,,auto,
dvitiiyáya,32,dvitiiyaaya,,auto,
etadviduramrtáste,32,etadviduramrtaaste,,auto,
Gáńapatya,32,Gaańapatya,,auto,
gáy,32,gaay,,auto,
kalpitá,32,kalpitaa,,auto,
khamúrtti,32,khamoortti,,auto,
lági,32,laagi,,auto,
latágulme,32,lataagulme,,auto,
liuṋga,32,liuṋga,,auto,
mamatá,32,mamataa,,auto,
Matsyamudrá,32,Matsyamudraa,,auto,
Pradhána,32,Pradhaana,,auto,
práńáyámah,32,praańaayaamah,,auto,
purashcarańa,32,purashcarańa,,auto,
sádhusamágamam,32,saadhusamaagamam,,auto,
sáhityikas,32,saahityikas,,auto,
Saḿkalpa,32,Samkalpa,,auto,
sarvapáshaeh,32,sarvapaashaeh,,auto,
shántih,32,shaantih,,auto,
sthirabhúmi,32,sthirabhoomi,,auto,
súkśma,32,sookshama,,auto,
tamoguńii,32,tamoguńii,,auto,
Tasmát,32,Tasmaat,,auto,
thákbe,32,thaakbe,,auto,
Vaeśńavácára,32,Vaeshńavaachaara,,auto,
vikránti,32,vikraanti,,auto,
vyápaka,32,vyaapaka,,auto,
Vyápaka,32,Vyaapaka,,auto,
Ánandam,31,aanandam,,auto,
Atimánasa,31,Atimaanasa,,auto,
baŕa,31,baŕa,,auto,
ciḿŕi,31,chimŕi,,auto,
háoyá,31,haaoyaa,,auto,
kámabiija,31,kaamabiija,,auto,
kávya,31,kaavya,,auto,
kuryát,31,kuryaat,,auto,
lá,31,laa,,auto,
manáḿsi,31,manaamsi,,auto,
manuśya,31,manushya,,auto,
múd́ha,31,moodha,,auto,
Mudrás,31,Mudraas,,auto,
mukhamásiit,31,mukhamaasiit,,auto,
nága,31,naaga,,auto,
nátha,31,naatha,,auto,
Parábhakti,31,Paraabhakti,,auto,
Párthasárathi's,31,Paarthasaarathi's,,auto,
pat́ol,31,patol,,auto,
Puruśottamah,31,Purushottamah,,auto,
Ratnákarastava,31,Ratnaakarastava,,auto,
saiṋjihánastu,31,saiṋjihaanastu,,auto,
Samája,31,Samaaja,,auto,
saḿkalpátmaka,31,samkalpaatmaka,,auto,
sarvabhútántarátmá,31,sarvabhootaantaraatmaa,,auto,
shrutidásye,31,shrutidaasye,,auto,
smarańa,31,smarańa,,auto,
svádhyáya,31,svaadhyaaya,,auto,
t́a,31,ta,,auto,
t́ak,31,tak,,auto,
takraḿ,31,takram,,auto,
Tasyábhidhyánát,31,Tasyaabhidhyaanaat,,auto,
tiśt́hati,31,tishthati,,auto,
vedá,31,vedaa,,auto,
yasmádudyate,31,yasmaadudyate,,auto,
ákútih,30,aakootih,,auto,
Árśa,30,aarsha,,auto,
átmajiṋánam,30,aatmajnyaaanam,,auto,
Avadhútiká,30,Avadhootikaa,,auto,
bhántamanubháti,30,bhaantamanubhaati,,auto,
bhúr,30,bhoor,,auto,
bhútale,30,bhootale,,auto,
Brahmaváda,30,Brahmavaada,,auto,
Cayaniká,30,Chayanikaa,,auto,
Diikśá,30,Diikshaaa,,auto,
Dvá,30,Dvaa,,auto,
Eśo,30,Esho,,auto,
Etaddhyevákśaraḿ,30,Etaddhyevaakshaaram,,auto,
grhińii,30,grhińii,,auto,
hrdayánivah,30,hrdayaanivah,,auto,
Iishvaragrása,30,Iishvaragraasa,,auto,
jágrti,30,jaagrti,,auto,
jánáti,30,jaanaati,,auto,
játi,30,jaati,,auto,
karmadháraya,30,karmadhaaraya,,auto,
Maháyánii,30,Mahaayaanii,,auto,
Naciketá,30,Nachiketaa,,auto,
Nivedayámi,30,Nivedayaami,,auto,
Paiṋca,30,Paiṋcha,,auto,
Pará,30,Paraa,,auto,
páraḿ,30,paaram,,auto,
pisháca,30,pishaacha,,auto,
prajáh,30,prajaah,,auto,
prájiṋah,30,praajnyaah,,auto,
Rávańasya,30,Raavańasya,,auto,
Rśis,30,Rshis,,auto,
śad́aja,30,shadaja,,auto,
sakháyá,30,sakhaayaa,,auto,
Satyanáráyańa,30,Satyanaaraayańa,,auto,
shuddhá,30,shuddhaa,,auto,
shúdra-minded,30,shoodra-minded,,auto,
Sukhaḿ,30,Sukham,,auto,
súryo,30,sooryo,,auto,
Svabháva,30,Svabhaava,,auto,
tomári,30,tomaari,,auto,
Umá,30,Umaa,,auto,
Vaecitryaḿ,30,Vaechitryam,,auto,
vaktá,30,vaktaa,,auto,
Vámá,30,Vaamaa,,auto,
Varńas,30,Varńas,,auto,
varńe,30,varńe,,auto,
vicára,30,vichaara,,auto,
viháya,30,vihaaya,,auto,
Viśńuh,30,Vishńuh,,auto,
Vyásasya,30,Vyaasasya,,auto,
yaḿ,30,yam,,auto,
Ácáryá,29,aachaaryaa,,auto,
akliśt́ávrtti,29,aklishtaavrtti,,auto,
akśa,29,akshaa,,auto,
aḿ,29,am,,auto,
anushásana,29,anushaasana,,auto,
bhálabási,29,bhaalabaasi,,auto,
Ciinácára,29,Chiinaachaara,,auto,
dáo,29,daao,,auto,
dhruvásmrti,29,dhruvaasmrti,,auto,
eko'varńo,29,eko'varńo,,auto,
gách,29,gaach,,auto,
gúd́hah,29,goodhah,,auto,
Guńa,29,Guńa,,auto,
Hariyánavii,29,Hariyaanavii,,auto,
hat́ha,29,hatha,,auto,
Janmaná,29,Janmanaa,,auto,
káler,29,kaaler,,auto,
khoká,29,khokaa,,auto,
láu,29,laau,,auto,
Mataiṋca,29,Mataiṋcha,,auto,
niraiṋjanam,29,niraiṋjanam,,auto,
Oṋm,29,omm,,auto,
Paiṋcamakára,29,Paiṋchamakaara,,auto,
páshamukto,29,paashamukto,,auto,
piitaḿ,29,piitam,,auto,
Pratyagátmá,29,Pratyagaatmaa,,auto,
pumánasi,29,pumaanasi,,auto,
purodhás,29,purodhaas,,auto,
Rágátmiká,29,Raagaatmikaa,,auto,
Rája,29,Raaja,,auto,
Rájyaḿ,29,Raajyam,,auto,
sabár,29,sabaar,,auto,
samagraiṋca,29,samagraiṋcha,,auto,
sammatá,29,sammataa,,auto,
sarvabhútádhivásah,29,sarvabhootaadhivaasah,,auto,
Sarvacintáparityágo,29,Sarvachintaaparityaago,,auto,
Sháktácára,29,Shaaktaachaara,,auto,
tadá,29,tadaa,,auto,
váhurájanyo'bhavat,29,vaahuraajanyo'bhavat,,auto,
varńáshrama,29,varńaashrama,,auto,
vyána,29,vyaana,,auto,
yár,29,yaar,,auto,
yuiṋj,29,yuiṋj,,auto,
Ágataḿ,28,aagatam,,auto,
Ahiḿsá,28,Ahimsaa,,auto,
Anubhútaviśayásampramośah,28,Anubhootavishayaasampramoshah,,auto,
Apána,28,Apaana,,auto,
aparokśa,28,aparokshaa,,auto,
atipátakiis,28,atipaatakiis,,auto,
auṋga,28,auṋga,,auto,
bhavenmuktirasatsaungeśu,28,bhavenmuktirasatsaungeshu,,auto,
dveśa,28,dvesha,,auto,
Etadálambanaḿ,28,Etadaalambanam,,auto,
gá,28,gaa,,auto,
Hládinii,28,Hlaadinii,,auto,
jaesá,28,jaesaa,,auto,
jáy,28,jaay,,auto,
karmáshaya,28,karmaashaya,,auto,
Kárttik,28,Kaarttik,,auto,
kotháy,28,kothaay,,auto,
krtvá,28,krtvaa,,auto,
mánuśe,28,maanushe,,auto,
mátál,28,maataal,,auto,
Máyáy,28,Maayaay,,auto,
mokśaekasádhanam,28,mokshaaekasaadhanam,,auto,
pásha,28,paasha,,auto,
pashcáter,28,pashchaater,,auto,
pippalaḿ,28,pippalam,,auto,
púrńa,28,poorńa,,auto,
Rádhiká,28,Raadhikaa,,auto,
rajahguńa,28,rajahguńa,,auto,
rákśasii,28,raakshaasii,,auto,
sákśii,28,saakshaii,,auto,
samán,28,samaan,,auto,
samavetá,28,samavetaa,,auto,
saḿshayah,28,samshayah,,auto,
samudbhútah,28,samudbhootah,,auto,
saḿyojanii,28,samyojanii,,auto,
Sanátana,28,Sanaatana,,auto,
santośa,28,santosha,,auto,
shántimatyantameti,28,shaantimatyantameti,,auto,
Shúnyaváda,28,Shoonyavaada,,auto,
svadhá,28,svadhaa,,auto,
talliuṋgam,28,talliuṋgam,,auto,
tiśt́hámi,28,tishthaami,,auto,
váda,28,vaada,,auto,
vibhájanii,28,vibhaajanii,,auto,
viirabhávah,28,viirabhaavah,,auto,
yáo,28,yaao,,auto,
áinu,27,aainu,,auto,
ákáshatattva,27,aakaashatattva,,auto,
Aśt́áuṋga,27,Ashtaauṋga,,auto,
bat́e,27,bate,,auto,
cátmánaḿ,27,chaatmaanam,,auto,
cenmokśasádhanii,27,chenmokshaasaadhanii,,auto,
Dashamahávidyá,27,Dashamahaavidyaa,,auto,
dhármika,27,dhaarmika,,auto,
Durlabhaḿ,27,Durlabham,,auto,
gándhára,27,gaandhaara,,auto,
ghat́ana,27,ghatana,,auto,
guŕ,27,guŕ,,auto,
Jagaddhátrii,27,Jagaddhaatrii,,auto,
kál,27,kaal,,auto,
Káshyapa,27,Kaashyapa,,auto,
kaśt́i,27,kashti,,auto,
kśema,27,kshaema,,auto,
mahántam,27,mahaantam,,auto,
mán,27,maan,,auto,
mármika,27,maarmika,,auto,
Mathitvá,27,Mathitvaa,,auto,
naktamutośaso,27,naktamutoshaso,,auto,
Namámi,27,Namaami,,auto,
Niiláiṋjana,27,Niilaaiṋjana,,auto,
niśt́há,27,nishthaa,,auto,
Nityaḿ,27,Nityam,,auto,
Nrsiḿhaḿ,27,Nrsimham,,auto,
páńi,27,paańi,,auto,
páp,27,paap,,auto,
Paránurakti,27,Paraanurakti,,auto,
parikiirttitaḿ,27,parikiirttitam,,auto,
pariveśt́itáraḿ,27,pariveshtitaaram,,auto,
Prati-saiṋcara,27,Prati-saiṋchara,,auto,
Pratiśt́há,27,Pratishthaa,,auto,
proktá,27,proktaa,,auto,
Puruśottamáya,27,Purushottamaaya,,auto,
rái,27,raai,,auto,
rasagollás,27,rasagollaas,,auto,
saḿsáre,27,samsaare,,auto,
sárathiḿ,27,saarathim,,auto,
Shraddhá,27,Shraddhaa,,auto,
shúkariiviśt́há,27,shookariivishthaa,,auto,
shúnya,27,shoonya,,auto,
súrya,27,soorya,,auto,
Svayambhú,27,Svayambhoo,,auto,
Tadapekśá,27,Tadapekshaaa,,auto,
tádrshii,27,taadrshii,,auto,
tandrá,27,tandraa,,auto,
t́ha,27,tha,,auto,
trinayaná,27,trinayanaa,,auto,
varśa,27,varsha,,auto,
vásanábhánd́a,27,vaasanaabhaanda,,auto,
vikśipta,27,vikshaipta,,auto,
yakśinii,27,yakshainii,,auto,
ahorátra,26,ahoraatra,,auto,
Ámbhasii,26,aambhasii,,auto,
Anubhútiḿ,26,Anubhootim,,auto,
anudhyána,26,anudhyaana,,auto,
Anuśt́upa,26,Anushtupa,,auto,
aparábhakti,26,aparaabhakti,,auto,
ásh,26,aash,,auto,
auṋka,26,auṋka,,auto,
bhásá,26,bhaasaa,,auto,
bhat́o,26,bhato,,auto,
Bhúmá,26,Bhoomaa,,auto,
bhuvaneshamiid́yam,26,bhuvaneshamiidyam,,auto,
Brahmacárii,26,Brahmachaarii,,auto,
Bráhmin,26,Braahmin,,auto,
Brátya,26,Braatya,,auto,
Cańd́ii,26,Chańdii,,auto,
cháná,26,chaanaa,,auto,
devatánáḿ,26,devataanaam,,auto,
dhará,26,dharaa,,auto,
dhávati,26,dhaavati,,auto,
gái,26,gaai,,auto,
gantavyaḿ,26,gantavyam,,auto,
gataiṋca,26,gataiṋcha,,auto,
guńánámiisha,26,guńaanaamiisha,,auto,
hyáy,26,hyaay,,auto,
jiivitáshayá,26,jiivitaashayaa,,auto,
Kálah,26,Kaalah,,auto,
kándi,26,kaandi,,auto,
kimarthaḿ,26,kimartham,,auto,
Krttivása,26,Krttivaasa,,auto,
kut́ila,26,kutila,,auto,
Kut́ilá,26,Kutilaa,,auto,
Lakśmańa,26,Lakshamańa,,auto,
namaskára,26,namaskaara,,auto,
Naokásana,26,Naokaasana,,auto,
Niilanátha,26,Niilanaatha,,auto,
nirábhásako,26,niraabhaasako,,auto,
padaḿ,26,padam,,auto,
paiṋcamah,26,paiṋchamah,,auto,
parivedaná,26,parivedanaa,,auto,
pramáńam,26,pramaańam,,auto,
pratimá,26,pratimaa,,auto,
puruśaḿ,26,purusham,,auto,
Púrva,26,Poorva,,auto,
rákśasas,26,raakshaasas,,auto,
SÁDHANÁ,26,SaaDHANaa,,auto,
saḿgraheńa,26,samgraheńa,,auto,
Sannyása,26,Sannyaasa,,auto,
Santośa,26,Santosha,,auto,
sarvá,26,sarvaa,,auto,
sáthe,26,saathe,,auto,
sayujá,26,sayujaa,,auto,
shásana,26,shaasana,,auto,
suparńá,26,suparńaa,,auto,
svabhávo,26,svabhaavo,,auto,
svánto,26,svaanto,,auto,
syát,26,syaat,,auto,
tákáy,26,taakaay,,auto,
t́áne,26,taane,,auto,
Tanmátras,26,Tanmaatras,,auto,
tárá,26,taaraa,,auto,
Tvamekaḿ,26,Tvamekam,,auto,
Tyága,26,Tyaaga,,auto,
ú,26,oo,,auto,
vaośat́,26,vaoshat,,auto,
varńas,26,varńas,,auto,
Váyus,26,Vaayus,,auto,
Vikśepa,26,Vikshaepa,,auto,
Yamevaeśa,26,Yamevaesha,,auto,
Yatamána,26,Yatamaana,,auto,
Yávanna,26,Yaavanna,,auto,
ácaret,25,aacharet,,auto,
akhańd́a,25,akhańda,,auto,
álo,25,aalo,,auto,
ańu,25,ańu,,auto,
anushásanam,25,anushaasanam,,auto,
aŕahar,25,aŕahar,,auto,
Asitagirisamaḿ,25,Asitagirisamam,,auto,
bhat́asya,25,bhatasya,,auto,
Brahmásmi,25,Brahmaasmi,,auto,
Dádá,25,Daadaa,,auto,
d́ha,25,dha,,auto,
dúre,25,doore,,auto,
durjanasaḿsargaḿ,25,durjanasamsargam,,auto,
gán,25,gaan,,auto,
ghrńá,25,ghrńaa,,auto,
hám,25,haam,,auto,
jáni,25,jaani,,auto,
kámat́,25,kaamat,,auto,
kanakcánpa,25,kanakchaanpa,,auto,
Kaomára,25,Kaomaara,,auto,
káya,25,kaaya,,auto,
Khayrásol,25,Khayraasol,,auto,
krameńa,25,krameńa,,auto,
kriid́ate,25,kriidate,,auto,
kśipta,25,kshaipta,,auto,
kśiti,25,kshaiti,,auto,
lokán,25,lokaan,,auto,
Mahápuruśa,25,Mahaapurusha,,auto,
mantráh,25,mantraah,,auto,
mánuśaḿ,25,maanusham,,auto,
medhayá,25,medhayaa,,auto,
mudrańam,25,mudrańam,,auto,
nirálambamiishaḿ,25,niraalambamiisham,,auto,
nityamanityatám,25,nityamanityataam,,auto,
nityánandam,25,nityaanandam,,auto,
pápakśayam,25,paapakshaayam,,auto,
paradharmát,25,paradharmaat,,auto,
parńa,25,parńa,,auto,
Phalaḿ,25,Phalam,,auto,
Prasád,25,Prasaad,,auto,
